상담일시,민원분야,질문내용,답변내용
2025-01-11 04:58:04,일반행정,북구 여권 발급 준비물,북구 여권 발급 준비물에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2025-01-30 02:10:43,일반행정,성북구 주민등록등본 발급,성북구 주민등록등본 발급에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2025-07-13 17:24:07,환경,강북구 대형 폐기물 처리,강북구 대형 폐기물 처리에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2025-01-17 16:58:23,세무,강서구 연말정산 문의,강서구 연말정산 문의에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2025-01-07 22:13:13,복지,강남구 장애인 서비스 문의,강남구 장애인 서비스 문의에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2025-03-10 21:05:06,주택,서구 공공임대주택 입주,서구 공공임대주택 입주에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2025-05-19 19:25:00,세무,중구 취득세 감면 문의,중구 취득세 감면 문의에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2024-09-02 09:10:05,환경,구로구 대형 폐기물 처리,구로구 대형 폐기물 처리에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2025-06-09 19:55:28,일반행정,구로구 구청 업무 시간,구로구 구청 업무 시간에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2024-11-06 18:22:09,환경,영등포구 미세먼지 문의,영등포구 미세먼지 문의에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2025-01-29 15:56:08,일반행정,강동구 주민등록등본 발급,강동구 주민등록등본 발급에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2025-02-22 09:41:26,교통,강동구 따릉이 이용 문의,강동구 따릉이 이용 문의에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2025-01-14 16:27:16,세무,금천구 지방세 환급금 조회,금천구 지방세 환급금 조회에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2025-07-22 15:10:09,복지,구로구 출산장려금 신청,구로구 출산장려금 신청에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2025-06-28 11:38:47,환경,용산구 음식물 쓰레기 배출,용산구 음식물 쓰레기 배출에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2025-03-04 00:02:43,일반행정,남구 여권 발급 준비물,남구 여권 발급 준비물에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2025-05-08 18:24:32,세무,동대문구 지방세 환급금 조회,동대문구 지방세 환급금 조회에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2024-10-14 17:33:34,교통,광진구 버스 노선 문의,광진구 버스 노선 문의에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2025-07-16 07:52:55,교통,송파구 버스 노선 문의,송파구 버스 노선 문의에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2025-03-23 12:12:05,복지,동대문구 장애인 서비스 문의,동대문구 장애인 서비스 문의에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2025-08-19 13:24:23,복지,동구 장애인 서비스 문의,동구 장애인 서비스 문의에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2024-11-03 05:38:39,일반행정,서대문구 여권 발급 준비물,서대문구 여권 발급 준비물에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2025-05-26 00:06:27,복지,서초구 출산장려금 신청,서초구 출산장려금 신청에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2025-08-18 00:48:54,교통,남구 불법주정차 신고,남구 불법주정차 신고에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2025-06-05 06:34:07,복지,강동구 장애인 서비스 문의,강동구 장애인 서비스 문의에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2024-10-14 11:28:47,복지,구로구 출산장려금 신청,구로구 출산장려금 신청에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2025-03-05 22:18:25,환경,강북구 분리수거 방법,강북구 분리수거 방법에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2025-04-05 06:05:13,교통,영등포구 따릉이 이용 문의,영등포구 따릉이 이용 문의에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2025-01-15 02:08:28,복지,도봉구 출산장려금 신청,도봉구 출산장려금 신청에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2024-10-25 04:16:05,환경,동구 미세먼지 문의,동구 미세먼지 문의에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2024-09-30 22:34:54,환경,북구 대형 폐기물 처리,북구 대형 폐기물 처리에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2025-06-20 16:10:35,환경,중랑구 대형 폐기물 처리,중랑구 대형 폐기물 처리에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2024-12-10 16:48:46,세무,마포구 자동차세 연납 신청,마포구 자동차세 연납 신청에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2024-10-21 02:58:28,교통,동작구 따릉이 이용 문의,동작구 따릉이 이용 문의에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2024-12-11 20:52:43,주택,남구 공공임대주택 입주,남구 공공임대주택 입주에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2024-11-03 13:46:10,환경,도봉구 대형 폐기물 처리,도봉구 대형 폐기물 처리에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2025-05-29 21:13:12,복지,광진구 기초생활수급자 신청,광진구 기초생활수급자 신청에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2025-02-12 18:06:31,일반행정,마포구 구청 업무 시간,마포구 구청 업무 시간에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2025-04-21 12:06:53,세무,관악구 지방세 환급금 조회,관악구 지방세 환급금 조회에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2024-09-09 22:07:54,교통,강서구 버스 노선 문의,강서구 버스 노선 문의에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2025-06-24 00:40:32,환경,광진구 대형 폐기물 처리,광진구 대형 폐기물 처리에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2024-12-10 13:26:27,주택,광진구 층간소음 해결,광진구 층간소음 해결에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2025-01-29 15:11:27,세무,강서구 취득세 감면 문의,강서구 취득세 감면 문의에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2025-03-23 15:36:40,복지,강남구 출산장려금 신청,강남구 출산장려금 신청에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2025-08-06 22:14:37,복지,구로구 어르신 지원 문의,구로구 어르신 지원 문의에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2025-06-12 00:32:01,환경,강남구 분리수거 방법,강남구 분리수거 방법에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2025-03-21 18:45:09,환경,용산구 대형 폐기물 처리,용산구 대형 폐기물 처리에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2024-10-07 14:12:16,일반행정,성북구 주민등록등본 발급,성북구 주민등록등본 발급에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2025-07-07 03:14:58,교통,광진구 따릉이 이용 문의,광진구 따릉이 이용 문의에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2024-12-09 09:51:30,환경,중랑구 음식물 쓰레기 배출,중랑구 음식물 쓰레기 배출에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2025-01-09 02:06:07,세무,성동구 연말정산 문의,성동구 연말정산 문의에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2025-06-22 14:03:18,교통,동구 불법주정차 신고,동구 불법주정차 신고에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2024-10-03 10:28:01,환경,서초구 미세먼지 문의,서초구 미세먼지 문의에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2025-02-08 21:20:22,교통,서구 버스 노선 문의,서구 버스 노선 문의에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2025-05-11 12:31:10,세무,북구 자동차세 연납 신청,북구 자동차세 연납 신청에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2025-06-06 08:24:36,환경,노원구 분리수거 방법,노원구 분리수거 방법에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2025-01-15 21:04:17,일반행정,서대문구 구청 업무 시간,서대문구 구청 업무 시간에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2025-08-03 00:03:02,복지,광진구 어르신 지원 문의,광진구 어르신 지원 문의에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2025-01-28 01:56:53,복지,중랑구 출산장려금 신청,중랑구 출산장려금 신청에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2024-09-22 07:20:54,복지,마포구 장애인 서비스 문의,마포구 장애인 서비스 문의에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2024-11-29 16:31:29,교통,강서구 따릉이 이용 문의,강서구 따릉이 이용 문의에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2024-12-18 05:54:50,일반행정,서대문구 지원금 신청 마감일,서대문구 지원금 신청 마감일에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2025-04-08 22:07:47,환경,영등포구 대형 폐기물 처리,영등포구 대형 폐기물 처리에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2025-08-15 00:41:58,복지,용산구 기초생활수급자 신청,용산구 기초생활수급자 신청에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2024-12-11 03:17:54,교통,중구 버스 노선 문의,중구 버스 노선 문의에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
2025-03-04 08:27:09,환경,용산구 대형 폐기물 처리,용산구 대형 폐기물 처리에 대한 답변입니다. 담당부서 연결 또는 관련 웹사이트 안내가 필요합니다.
